keyword,month,kw_count_month,kw_sent_sum,kw_sent_pos_sum,global_total,kw_share_global,kw_sent_share_global,kw_pos_sent_share_global
Coffee,2020-04-01,7,1.8313000000000001,3.1317,23,0.30434782608695654,0.07962173913043478,0.1361608695652174
Coffee,2020-05-01,5,-0.2885,1.6398000000000001,15,0.3333333333333333,-0.01923333333333333,0.10932000000000001
Coffee,2020-06-01,1,0.9828,0.9828,15,0.06666666666666667,0.06552,0.06552
Coffee,2020-07-01,10,8.7666,8.7666,17,0.5882352941176471,0.5156823529411765,0.5156823529411765
Coffee,2020-08-01,9,3.5821000000000005,5.096299999999999,20,0.45,0.17910500000000001,0.25481499999999996
Coffee,2020-09-01,8,4.1401,4.8628,25,0.32,0.165604,0.194512
Coffee,2020-10-01,5,4.8701,4.8701,22,0.22727272727272727,0.22136818181818183,0.22136818181818183
Coffee,2020-11-01,9,3.2241999999999997,4.8441,15,0.6,0.21494666666666665,0.32294
Coffee,2020-12-01,8,4.6762,5.6745,22,0.36363636363636365,0.21255454545454544,0.2579318181818182
Coffee,2021-01-01,8,7.6766000000000005,7.6766000000000005,24,0.3333333333333333,0.31985833333333336,0.31985833333333336
Coffee,2021-02-01,8,1.0998,3.3099,22,0.36363636363636365,0.04999090909090909,0.15045
Coffee,2021-03-01,3,0.5106,0.5106,22,0.13636363636363635,0.023209090909090912,0.023209090909090912
Coffee,2021-04-01,8,2.8040000000000003,4.2914,27,0.2962962962962963,0.10385185185185186,0.15894074074074074
Coffee,2021-05-01,13,9.9778,9.977799999999998,39,0.3333333333333333,0.2558410256410256,0.2558410256410256
Coffee,2021-06-01,5,1.3939,2.2493999999999996,21,0.23809523809523808,0.06637619047619048,0.10711428571428569
Coffee,2021-07-01,12,3.6509,6.2279,31,0.3870967741935484,0.11777096774193549,0.2009
Coffee,2021-08-01,7,5.065,5.981999999999999,17,0.4117647058823529,0.29794117647058826,0.3518823529411764
Coffee,2021-09-01,7,2.9289,4.5845,19,0.3684210526315789,0.15415263157894737,0.24128947368421053
Coffee,2021-10-01,6,2.4319,3.1111000000000004,31,0.1935483870967742,0.0784483870967742,0.10035806451612904
Coffee,2021-11-01,4,2.8609,2.8609,12,0.3333333333333333,0.23840833333333333,0.23840833333333333
Coffee,2021-12-01,6,1.9082000000000001,3.2406,22,0.2727272727272727,0.08673636363636364,0.14730000000000001
